book_id,goodreads_book_id,best_book_id,work_id,title,author,average_rating,ratings_count,genre,bag_of_words,,wordcloud
5673,17324,17324,18899,The Visitation by Frank E. Peretti,frankeperetti,3.91,16142,fiction thriller horror suspense fantasy religion paranormal mystery novel adventure spirituality contemporary drama sciencefiction,frankeperetti fiction thriller horror suspense fantasy religion paranormal mystery novel adventure spirituality contemporary drama sciencefiction,,
5674,7202841,7202841,7898021,"Locke & Key, Vol. 3: Crown of Shadows by Joe Hill",joehill,4.41,19683,comics horror fantasy fiction paranormal mystery thriller magic contemporary suspense,joehill comics horror fantasy fiction paranormal mystery thriller magic contemporary suspense,,
5675,180463,180463,5429,Leadership and Self-Deception: Getting Out of the Box by The Arbinger Institute,thearbingerinstitute,4.11,13531,selfhelp business nonfiction psychology philosophy classics,thearbingerinstitute selfhelp business nonfiction psychology philosophy classics,,
5676,112518,112518,876293,"The Garden of Rama (Rama, #3) by Arthur C. Clarke",arthurcclarke,3.76,16389,sciencefiction fiction science fantasy novel mystery adventure classics,arthurcclarke sciencefiction fiction science fantasy novel mystery adventure classics,,
5677,1756703,1756703,2323791,"Blue-Eyed Devil (Travises, #2) by Lisa Kleypas",lisakleypas,4.21,25508,romance contemporary fiction drama,lisakleypas romance contemporary fiction drama,,
5678,133394,133394,1912267,Our Man in Havana by Graham Greene,grahamgreene,3.94,15460,fiction classics literature mystery humor novel thriller comedy crime historicalfiction travel suspense adventure contemporary history,grahamgreene fiction classics literature mystery humor novel thriller comedy crime historicalfiction travel suspense adventure contemporary history,,
5679,10889279,10889279,15805031,Batman: The Black Mirror by Scott Snyder,scottsnyder,4.29,15625,comics fiction mystery horror crime fantasy thriller sciencefiction action adventure,scottsnyder comics fiction mystery horror crime fantasy thriller sciencefiction action adventure,,
5680,9682816,9682816,14570778,Kill Me If You Can by James Patterson,jamespatterson,4,16879,mystery fiction thriller suspense crime romance action murder adventure art,jamespatterson mystery fiction thriller suspense crime romance action murder adventure art,,
5681,8952,8952,2403384,"Killers of the Dawn (Cirque Du Freak, #9) by Darren Shan",darrenshan,4.22,18194,fantasy horror paranormal fiction adventure novel childrens thriller action mystery contemporary suspense,darrenshan fantasy horror paranormal fiction adventure novel childrens thriller action mystery contemporary suspense,,
5682,906560,906560,603136,Tramp for the Lord by Corrie ten Boom,corrietenboom,4.47,16680,biography nonfiction memoir history religion classics spirituality philosophy,corrietenboom biography nonfiction memoir history religion classics spirituality philosophy,,
5683,826583,826583,812315,If You Take a Mouse to the Movies by Laura Joffe Numeroff,laurajoffenumeroff,4.16,17938,childrens fiction fantasy humor classics,laurajoffenumeroff childrens fiction fantasy humor classics,,
5684,1406197,1406197,3341405,"A Lick of Frost (Merry Gentry, #6) by Laurell K. Hamilton",laurellkhamilton,4.12,24148,fantasy paranormal romance fiction magic horror mystery contemporary epic science,laurellkhamilton fantasy paranormal romance fiction magic horror mystery contemporary epic science,,
5685,40289,40289,937985,The Abyss by Orson Scott Card,orsonscottcard,4.06,16318,sciencefiction fiction thriller horror fantasy adventure novel suspense science mystery classics action,orsonscottcard sciencefiction fiction thriller horror fantasy adventure novel suspense science mystery classics action,,
5686,8694522,8694522,13567100,"The Witch's Daughter (The Witch's Daughter, #1) by Paula Brackston",paulabrackston,3.54,17694,fantasy historicalfiction fiction paranormal magic romance mystery contemporary history,paulabrackston fantasy historicalfiction fiction paranormal magic romance mystery contemporary history,,
5687,25573977,25573977,25758335,The Readers of Broken Wheel Recommend by Katarina Bivald,katarinabivald,3.56,14571,fiction contemporary romance novel literature humor,katarinabivald fiction contemporary romance novel literature humor,,
5688,13083008,13083008,18252653,"Live by Night (Coughlin, #2) by Dennis Lehane",dennislehane,3.89,14275,fiction historicalfiction crime mystery thriller suspense history novel drama literature contemporary action,dennislehane fiction historicalfiction crime mystery thriller suspense history novel drama literature contemporary action,,
5689,12908877,12908877,14612013,"Until I Die (Revenants, #2) by Amy Plum",amyplum,4.17,24203,paranormal fantasy romance fiction magic contemporary,amyplum paranormal fantasy romance fiction magic contemporary,,
5690,11256979,11256979,16183684,The Magic of Reality: How We Know What's Really True by Richard Dawkins,richarddawkins,4.04,14511,science nonfiction philosophy religion biology physics childrens history psychology art,richarddawkins science nonfiction philosophy religion biology physics childrens history psychology art,,
5691,35332,35332,1430406,"Remember (Redemption, #2) by Karen Kingsbury",karenkingsbury,4.41,16303,fiction romance drama contemporary novel,karenkingsbury fiction romance drama contemporary novel,,
5692,13521299,13521299,19081975,"Alex Cross, Run (Alex Cross, #20) by James Patterson",jamespatterson,4.03,14434,mystery fiction thriller crime suspense novel drama,jamespatterson mystery fiction thriller crime suspense novel drama,,
5693,3106441,3106441,3137694,Stuff White People Like: A Definitive Guide to the Unique Taste of Millions by Christian Lander,christianlander,3.76,15888,humor nonfiction comedy contemporary,christianlander humor nonfiction comedy contemporary,,
5694,18754961,18754961,26645636,"Blood Magick (The Cousins O'Dwyer Trilogy, #3) by Nora Roberts",noraroberts,4.06,14167,romance fantasy paranormal fiction magic contemporary mystery suspense,noraroberts romance fantasy paranormal fiction magic contemporary mystery suspense,,
5695,687215,687215,583183,"The Power That Preserves (The Chronicles of Thomas Covenant the Unbeliever, #3) by Stephen R. Donaldson",stephenrdonaldson,3.99,18594,fantasy fiction sciencefiction epic adventure novel magic classics science action,stephenrdonaldson fantasy fiction sciencefiction epic adventure novel magic classics science action,,
5696,6539596,6539596,6731824,The Brightest Star in the Sky by Marian Keyes,mariankeyes,3.65,17413,fiction romance contemporary drama novel humor paranormal,mariankeyes fiction romance contemporary drama novel humor paranormal,,
5697,8428195,8428195,13291399,Entwined by Heather Dixon,heatherdixon,3.87,28950,fantasy romance magic fiction historicalfiction paranormal adventure mystery,heatherdixon fantasy romance magic fiction historicalfiction paranormal adventure mystery,,
5698,12867423,12867423,18019626,"Girl Walks into a Bar . . .: Comedy Calamities, Dating Disasters, and a Midlife Miracle by Rachel Dratch",racheldratch,3.57,16604,memoir humor nonfiction comedy biography contemporary,racheldratch memoir humor nonfiction comedy biography contemporary,,
5700,6194,6194,1155689,Waiting for the Barbarians by J.M. Coetzee,jmcoetzee,3.94,14830,fiction novel literature historicalfiction contemporary classics dystopia history drama modern,jmcoetzee fiction novel literature historicalfiction contemporary classics dystopia history drama modern,,
5701,769212,769212,318402,The Last Seven Months of Anne Frank by Willy Lindwer,willylindwer,4.34,15096,history biography nonfiction classics memoir childrens,willylindwer history biography nonfiction classics memoir childrens,,
5702,21856367,21856367,41129225,"The Innovators: How a Group of  Hackers, Geniuses and Geeks Created the Digital Revolution by Walter Isaacson",walterisaacson,4.03,14890,history business nonfiction science biography economics,walterisaacson history business nonfiction science biography economics,,
5703,316558,316558,2893104,Kabul Beauty School: An American Woman Goes Behind the Veil by Deborah Rodriguez,deborahrodriguez,3.63,17002,memoir nonfiction biography travel religion history adventure contemporary historicalfiction drama,deborahrodriguez memoir nonfiction biography travel religion history adventure contemporary historicalfiction drama,,
5704,4630,4630,3347070,To Have and Have Not by Ernest Hemingway,ernesthemingway,3.57,16074,fiction classics literature novel adventure historicalfiction drama crime,ernesthemingway fiction classics literature novel adventure historicalfiction drama crime,,
5705,5062,5062,1084260,Jackdaws by Ken Follett,kenfollett,3.91,17489,historicalfiction fiction thriller suspense history mystery adventure novel action crime,kenfollett historicalfiction fiction thriller suspense history mystery adventure novel action crime,,
5707,116257,116257,905463,"The System of the World (The Baroque Cycle, #3) by Neal Stephenson",nealstephenson,4.3,16106,fiction historicalfiction sciencefiction fantasy history science literature adventure suspense novel philosophy epic economics,nealstephenson fiction historicalfiction sciencefiction fantasy history science literature adventure suspense novel philosophy epic economics,,
5708,147243,147243,1244926,"Touching Spirit Bear (Spirit Bear, #1) by Ben Mikaelsen",benmikaelsen,3.85,17706,fiction adventure fantasy childrens contemporary crime classics youngadult action,benmikaelsen fiction adventure fantasy childrens contemporary crime classics youngadult action,,
5709,15803141,15803141,21526172,The Flamethrowers by Rachel Kushner,rachelkushner,3.46,13225,fiction historicalfiction novel art contemporary literature history romance,rachelkushner fiction historicalfiction novel art contemporary literature history romance,,
5710,13125234,13125234,18301054,"Twice Tempted (Night Prince, #2) by Jeaniene Frost",jeanienefrost,4.3,26598,paranormal romance fantasy magic fiction contemporary action mystery suspense adventure humor,jeanienefrost paranormal romance fantasy magic fiction contemporary action mystery suspense adventure humor,,
5711,13547241,13547241,16322595,Unorthodox: The Scandalous Rejection of My Hasidic Roots by Deborah Feldman,deborahfeldman,3.67,8516,memoir religion nonfiction biography contemporary spirituality,deborahfeldman memoir religion nonfiction biography contemporary spirituality,,
5712,18172471,18172471,25543523,"The Selection Stories: The Prince & The Guard (The Selection, #0.5, 2.5) by Kiera Cass",kieracass,4.03,23695,dystopia romance fantasy fiction sciencefiction,kieracass dystopia romance fantasy fiction sciencefiction,,
5713,6474550,6474550,6665719,Crush It!: Why Now Is the Time to Cash In on Your Passion by Gary Vaynerchuk,garyvaynerchuk,3.85,17271,business selfhelp nonfiction economics psychology finance,garyvaynerchuk business selfhelp nonfiction economics psychology finance,,
5714,89190,89190,3024029,Redemption Ark by Alastair Reynolds,alastairreynolds,4.13,16484,sciencefiction fiction science fantasy literature epic novel action dystopia,alastairreynolds sciencefiction fiction science fantasy literature epic novel action dystopia,,
5715,1178039,1178039,2979692,"The Venetian Betrayal (Cotton Malone, #3) by Steve Berry",steveberry,3.94,18403,thriller fiction mystery historicalfiction adventure suspense action contemporary novel history crime,steveberry thriller fiction mystery historicalfiction adventure suspense action contemporary novel history crime,,
5716,142080,142080,756454,"Collected Poems, 1909-1962 by T.S. Eliot",tseliot,4.29,17192,poetry classics literature fiction religion,tseliot poetry classics literature fiction religion,,
5717,219919,219919,467637,The Robe by Lloyd C. Douglas,lloydcdouglas,4.2,18903,historicalfiction fiction classics religion history novel spirituality literature adventure romance,lloydcdouglas historicalfiction fiction classics religion history novel spirituality literature adventure romance,,
5718,1603923,1603923,1597219,Beauty and the Beast by Walt Disney Company,waltdisneycompany,4.39,14811,childrens fiction fantasy classics romance humor comics,waltdisneycompany childrens fiction fantasy classics romance humor comics,,
5719,16158508,16158508,21995426,The Yonahlossee Riding Camp for Girls by Anton DiSclafani,antondisclafani,3.34,15769,fiction historicalfiction novel contemporary romance literature drama history,antondisclafani fiction historicalfiction novel contemporary romance literature drama history,,
5720,19286623,19286623,26116272,"Lead (Stage Dive, #3) by Kylie Scott",kyliescott,4.32,29239,romance contemporary fiction humor drama,kyliescott romance contemporary fiction humor drama,,
5721,862350,862350,847777,"No Humans Involved (Women of the Otherworld, #7) by Kelley Armstrong",kelleyarmstrong,4.2,23191,paranormal fantasy romance fiction magic mystery horror contemporary suspense,kelleyarmstrong paranormal fantasy romance fiction magic mystery horror contemporary suspense,,
5722,298568,298568,2337281,"Night of the Soul Stealer (The Last Apprentice / Wardstone Chronicles, #3) by Joseph Delaney",josephdelaney,4.12,18279,horror fantasy fiction magic adventure childrens action novel youngadult mystery historicalfiction sciencefiction,josephdelaney horror fantasy fiction magic adventure childrens action novel youngadult mystery historicalfiction sciencefiction,,
5723,56465,56465,1212277,The Gift of Fear: Survival Signals That Protect Us from Violence by Gavin de Becker,gavindebecker,4.19,14609,nonfiction psychology selfhelp science crime philosophy business,gavindebecker nonfiction psychology selfhelp science crime philosophy business,,
5724,7124475,7124475,13036225,"Endless Summer (The Boys Next Door, #1-2) by Jennifer Echols",jenniferechols,4.02,18438,romance contemporary fiction drama sports humor,jenniferechols romance contemporary fiction drama sports humor,,
5725,8229399,8229399,13076690,"Big Nate Strikes Again (Big Nate novel, #2) by Lincoln Peirce",lincolnpeirce,4.23,20480,humor fiction comics childrens comedy sports,lincolnpeirce humor fiction comics childrens comedy sports,,
5726,27821486,27821486,47801652,Don't You Cry by Mary Kubica,marykubica,3.57,17399,mystery thriller fiction suspense contemporary crime drama,marykubica mystery thriller fiction suspense contemporary crime drama,,
5727,49245,49245,48171,"His Needs, Her Needs: Building an Affair-Proof Marriage by Willard F. Harley Jr.",willardfharleyjr,4.11,15008,selfhelp nonfiction psychology spirituality religion romance,willardfharleyjr selfhelp nonfiction psychology spirituality religion romance,,
5728,31313,31313,1702757,"Dance of the Gods (Circle Trilogy, #2) by Nora Roberts",noraroberts,4.13,23060,romance fantasy paranormal fiction magic contemporary suspense mystery adventure,noraroberts romance fantasy paranormal fiction magic contemporary suspense mystery adventure,,
5729,7129598,7129598,7391743,"Nevermore (Nevermore, #1) by Kelly Creagh",kellycreagh,3.87,24570,paranormal fantasy romance horror fiction mystery magic contemporary suspense,kellycreagh paranormal fantasy romance horror fiction mystery magic contemporary suspense,,
5730,45967,45967,6092605,The Blind Owl by Sadegh Hedayat,sadeghhedayat,3.99,5168,fiction horror novel literature classics fantasy,sadeghhedayat fiction horror novel literature classics fantasy,,
5731,6871646,6871646,7088029,Pete the Cat: I Love My White Shoes by Eric Litwin,ericlitwin,4.41,19122,childrens fiction humor fantasy art poetry,ericlitwin childrens fiction humor fantasy art poetry,,
5732,7640705,7640705,10170311,"The Ring of Solomon (Bartimaeus, #0.5) by Jonathan Stroud",jonathanstroud,4.19,18809,fantasy adventure fiction humor magic childrens historicalfiction paranormal novel comedy action,jonathanstroud fantasy adventure fiction humor magic childrens historicalfiction paranormal novel comedy action,,
5733,125553,125553,448935,"Welcome to Dead House (Goosebumps, #1) by R.L. Stine",rlstine,3.82,19171,childrens fiction horror fantasy paranormal mystery thriller novel adventure,rlstine childrens fiction horror fantasy paranormal mystery thriller novel adventure,,
5734,142900,142900,1075684,The Master Butchers Singing Club by Louise Erdrich,louiseerdrich,4.02,16821,fiction historicalfiction novel literature history contemporary mystery romance,louiseerdrich fiction historicalfiction novel literature history contemporary mystery romance,,
5735,400924,400924,390335,"Chronicles of the Black Company (The Chronicles of the Black Company, #1-3) by Glen Cook",glencook,4.2,16663,fantasy fiction epic adventure sciencefiction magic novel action,glencook fantasy fiction epic adventure sciencefiction magic novel action,,
5736,22522202,22522202,41969628,"Until Friday Night (The Field Party, #1) by Abbi Glines",abbiglines,4.01,20813,romance contemporary sports fiction drama,abbiglines romance contemporary sports fiction drama,,
5737,5179,5179,1527857,Mother of Pearl by Melinda Haynes,melindahaynes,3.67,17378,fiction historicalfiction contemporary novel drama literature,melindahaynes fiction historicalfiction contemporary novel drama literature,,
5738,25814512,25814512,45263522,Everyone Brave is Forgiven by Chris Cleave,chriscleave,3.8,16183,historicalfiction fiction history romance novel literature,chriscleave historicalfiction fiction history romance novel literature,,
5739,7682,7682,3377947,The Great Train Robbery by Michael Crichton,michaelcrichton,3.84,17309,fiction historicalfiction thriller mystery crime adventure history suspense novel classics nonfiction sciencefiction action literature drama contemporary,michaelcrichton historicalfiction thriller mystery crime adventure history suspense novel classics nonfiction sciencefiction action literature drama contemporary,,
5740,59889,59889,58250,Safe Harbour by Danielle Steel,daniellesteel,4.04,16205,romance fiction contemporary drama novel,daniellesteel romance fiction contemporary drama novel,,
5741,297134,297134,2958245,The Things We Do for Love by Kristin Hannah,kristinhannah,4.05,16190,fiction romance contemporary drama novel,kristinhannah fiction romance contemporary drama novel,,
5742,13927,13927,2801045,"Son of the Shadows (Sevenwaters, #2) by Juliet Marillier",julietmarillier,4.32,21544,fantasy romance historicalfiction fiction magic adventure sciencefiction epic paranormal medieval,julietmarillier fantasy romance historicalfiction fiction magic adventure sciencefiction epic paranormal medieval,,
5743,41689,41689,3015332,The Key to Rebecca by Ken Follett,kenfollett,3.86,16616,fiction historicalfiction thriller mystery suspense history adventure novel action drama romance crime contemporary,kenfollett fiction historicalfiction thriller mystery suspense history adventure novel action drama romance crime contemporary,,
5744,9581001,9581001,12773071,"Hard Bitten (Chicagoland Vampires, #4) by Chloe Neill",chloeneill,4.17,28656,paranormal fantasy romance magic fiction mystery contemporary action humor horror,chloeneill paranormal fantasy romance magic fiction mystery contemporary action humor horror,,
5745,120231,120231,115767,Barefoot Contessa Family Style: Easy Ideas and Recipes That Make Everyone Feel Like Family by Ina Garten,inagarten,4.26,16134,nonfiction,inagarten nonfiction,,
5746,18331807,25420031,21966987,"Vain (The Seven Deadly, #1) by Fisher Amelie",fisheramelie,4.25,10427,romance contemporary fiction drama,fisheramelie romance contemporary fiction drama,,
5747,32767,32767,17342821,At the Mountains of Madness by H.P. Lovecraft,hplovecraft,3.93,16637,horror fiction classics sciencefiction fantasy novel adventure literature mystery thriller paranormal suspense,hplovecraft horror fiction classics sciencefiction fantasy novel adventure literature mystery thriller paranormal suspense,,
5748,17781,17781,3956105,"Heart of the Sea (Gallaghers of Ardmore / Irish Trilogy, #3) by Nora Roberts",noraroberts,4.14,22274,fiction fantasy romance magic paranormal contemporary mystery drama,noraroberts fiction fantasy romance magic paranormal contemporary mystery drama,,
5749,3373198,3373198,3412710,"Veil of Midnight (Midnight Breed, #5) by Lara Adrian",laraadrian,4.26,25116,paranormal romance fantasy fiction contemporary action suspense sciencefiction,laraadrian paranormal romance fantasy fiction contemporary action suspense sciencefiction,,
5750,98807,98807,1018132,Subterranean by James Rollins,jamesrollins,4.01,17425,thriller adventure fiction action mystery sciencefiction suspense horror fantasy historicalfiction novel paranormal science,jamesrollins thriller adventure fiction action mystery sciencefiction suspense horror fantasy historicalfiction novel paranormal science,,
5751,39045,39045,2101859,I Don't Know How She Does It by Allison Pearson,allisonpearson,3.3,15456,fiction humor contemporary romance novel comedy drama,allisonpearson fiction humor contemporary romance novel comedy drama,,
5752,102958,102958,99261,"Preacher, Volume 9: Alamo by Garth Ennis",garthennis,4.33,17930,fantasy fiction horror religion comics humor adventure thriller crime paranormal novel,garthennis fantasy fiction horror religion comics humor adventure thriller crime paranormal novel,,
5753,22733729,22733729,42270825,"The Long Way to a Small, Angry Planet (Wayfarers, #1) by Becky  Chambers",beckychambers,4.18,12969,sciencefiction fiction fantasy adventure novel romance humor,beckychambers sciencefiction fiction fantasy adventure novel romance humor,,
5754,17961,17961,835372,Collected Fictions by Jorge Luis Borges,jorgeluisborges,4.58,16474,fiction literature classics fantasy philosophy novel poetry sciencefiction contemporary history horror religion,jorgeluisborges fiction literature classics fantasy philosophy novel poetry sciencefiction contemporary history horror religion,,
5755,266607,266607,588218,Valiant (Modern Faerie Tales #2) by Holly Black,hollyblack,3.92,26108,fantasy paranormal romance fiction magic adventure contemporary novel youngadult horror,hollyblack fantasy paranormal romance fiction magic adventure contemporary novel youngadult horror,,
5757,6905534,6905534,7129899,"Raised by Wolves (Raised by Wolves, #1) by Jennifer Lynn Barnes",jenniferlynnbarnes,3.94,24936,paranormal fantasy romance fiction contemporary magic mystery adventure action youngadult,jenniferlynnbarnes paranormal fantasy romance fiction contemporary magic mystery adventure action youngadult,,
5758,43924,43924,14596742,Promise Me (Myron Bolitar #8) by Harlan Coben,harlancoben,3.96,18168,mystery fiction crime suspense thriller sports humor novel drama childrens contemporary,harlancoben mystery fiction crime suspense thriller sports humor novel drama childrens contemporary,,
5759,6934395,6934395,6799527,"Midnight (The Vampire Diaries: The Return, #3) by L.J. Smith",ljsmith,3.78,20566,fantasy paranormal romance fiction magic horror mystery sciencefiction adventure action,ljsmith fantasy paranormal romance fiction magic horror mystery sciencefiction adventure action,,
5760,84146,84146,81236,"Dark Side of the Moon (Dark-Hunter #9, Were-Hunter #3) by Sherrilyn Kenyon",sherrilynkenyon,4.15,27311,paranormal fantasy romance fiction magic contemporary action,sherrilynkenyon paranormal fantasy romance fiction magic contemporary action,,
5761,522525,522525,2171014,"Mistakes Were Made (But Not by Me): Why We Justify Foolish Beliefs, Bad Decisions, and Hurtful Acts by Carol Tavris",caroltavris,3.99,15249,science nonfiction psychology selfhelp business philosophy economics,caroltavris science nonfiction psychology selfhelp business philosophy economics,,
5762,13765729,13765729,16544641,Abducted (Lizzy Gardner #1) by T.R. Ragan,trragan,3.94,8828,thriller mystery suspense crime fiction romance contemporary murder drama,trragan thriller mystery suspense crime fiction romance contemporary murder drama,,
5763,10577,10577,515657,Roadwork by Richard Bachman,richardbachman,3.59,18479,horror fiction thriller suspense mystery novel drama sciencefiction fantasy crime,richardbachman horror fiction thriller suspense mystery novel drama sciencefiction fantasy crime,,
5764,198331,198331,2861831,"Valhalla Rising (Dirk Pitt, #16) by Clive Cussler",clivecussler,3.92,17260,adventure novel fiction sciencefiction fantasy contemporary thriller action history science,clivecussler adventure novel fiction sciencefiction fantasy contemporary thriller action history science,,
5765,49234,49234,1677648,The Third Chimpanzee: The Evolution and Future of the Human Animal by Jared Diamond,jareddiamond,4.04,15362,science history nonfiction biology psychology philosophy,jareddiamond science history nonfiction biology psychology philosophy,,
5766,2830067,2830067,2856172,The Given Day (Coughlin #1) by Dennis Lehane,dennislehane,4.03,16528,historicalfiction fiction history thriller novel literature drama suspense crime,dennislehane historicalfiction fiction history thriller novel literature drama suspense crime,,
5767,760168,760168,746265,Just Me in the Tub (Mercer Mayer's Little Critter) by Gina Mayer,ginamayer,4.24,17335,childrens fiction humor classics,ginamayer childrens fiction humor classics,,
5768,16096514,16096514,21904550,"Crush (Crash, #3) by Nicole  Williams",nicolewilliams,4.24,26188,romance contemporary sports fiction drama,nicolewilliams romance contemporary sports fiction drama,,
5769,8429687,8429687,13292985,"Deadline (Newsflesh Trilogy, #2) by Mira Grant",miragrant,4.1,18636,horror sciencefiction fiction dystopia thriller fantasy paranormal mystery adventure action suspense novel,miragrant horror sciencefiction fiction dystopia thriller fantasy paranormal mystery adventure action suspense novel,,
5770,3675828,3675828,14597425,Long Lost  (Myron Bolitar #9) by Harlan Coben,harlancoben,3.94,17996,mystery fiction thriller crime suspense sports novel murder romance drama humor action adventure contemporary,harlancoben mystery fiction thriller crime suspense sports novel murder romance drama humor action adventure contemporary,,
5771,21722,21722,6678910,"Faithless (Grant County, #5) by Karin Slaughter",karinslaughter,4.11,16833,mystery crime thriller fiction suspense murder romance contemporary,karinslaughter mystery crime thriller fiction suspense murder romance contemporary,,
5772,142292,142292,137242,My Stroke of Insight: A Brain Scientist's Personal Journey by Jill Bolte Taylor,jillboltetaylor,3.86,14734,science nonfiction memoir biography psychology spirituality selfhelp philosophy biology,jillboltetaylor science nonfiction memoir biography psychology spirituality selfhelp philosophy biology,,
5773,138395,138395,133402,"The Walking Dead, Vol. 06: This Sorrowful Life by Robert Kirkman",robertkirkman,4.32,18655,horror fiction dystopia sciencefiction fantasy paranormal thriller action drama adventure suspense,robertkirkman horror fiction dystopia sciencefiction fantasy paranormal thriller action drama adventure suspense,,
5774,3300,3300,104,Inés of My Soul by Isabel Allende,isabelallende,3.9,13539,historicalfiction fiction history novel romance literature adventure biography classics epic,isabelallende historicalfiction fiction history novel romance literature adventure biography classics epic,,
5775,32442,32442,1177617,Cold Fire by Dean Koontz,deankoontz,3.75,18343,horror fiction thriller suspense mystery fantasy sciencefiction paranormal novel romance contemporary action crime,deankoontz horror fiction thriller suspense mystery fantasy sciencefiction paranormal novel romance contemporary action crime,,
5776,18295858,18295858,25778638,Frog Music by Emma Donoghue,emmadonoghue,3.13,16412,historicalfiction fiction mystery crime history novel contemporary murder literature thriller suspense,emmadonoghue historicalfiction fiction mystery crime history novel contemporary murder literature thriller suspense,,
5777,15888,15888,950198,An Instance of the Fingerpost by Iain Pears,iainpears,3.93,17604,historicalfiction mystery fiction crime history thriller literature novel suspense religion contemporary science medieval fantasy classics murder,iainpears historicalfiction mystery fiction crime history thriller literature novel suspense religion contemporary science medieval fantasy classics murder,,
5778,1499340,1499340,2001252,5 cm by Donny Dhirgantoro,donnydhirgantoro,3.84,12527,novel fiction adventure romance travel drama contemporary humor comedy,donnydhirgantoro novel fiction adventure romance travel drama contemporary humor comedy,,
5779,61329,61329,59649,Crossing the Chasm: Marketing and Selling High-Tech Products to Mainstream Customers by Geoffrey A. Moore,geoffreyamoore,4,14329,business nonfiction economics psychology selfhelp,geoffreyamoore business nonfiction economics psychology selfhelp,,
5780,1881621,1881621,2326095,"Shugo Chara!, Vol. 1: Who Do You Want to Be? (Shugo Chara!, #1) by Peach-Pit",peachpit,4.11,17351,romance fantasy comics magic comedy humor action fiction drama adventure,peachpit romance fantasy comics magic comedy humor action fiction drama adventure,,
5781,43926,43926,14597050,The Innocent by Harlan Coben,harlancoben,3.95,18125,mystery thriller fiction suspense crime adventure contemporary murder action,harlancoben mystery thriller fiction suspense crime adventure contemporary murder action,,
5782,76688,76688,1932588,Robots and Empire (Robot #4) by Isaac Asimov,isaacasimov,4.17,18462,sciencefiction mystery science classics novel fantasy crime nonfiction literature,isaacasimov sciencefiction mystery science classics novel fantasy crime nonfiction literature,,
5783,5130,5130,3269256,Island by Aldous Huxley,aldoushuxley,3.87,14440,fiction classics sciencefiction philosophy dystopia literature novel fantasy spirituality psychology religion science,aldoushuxley fiction classics sciencefiction philosophy dystopia literature novel fantasy spirituality psychology religion science,,
5784,1662160,1662160,1656975,Your Inner Fish: A Journey into the 3.5-Billion-Year History of the Human Body by Neil Shubin,neilshubin,3.97,14784,science nonfiction biology history memoir,neilshubin science nonfiction biology history memoir,,
5785,123933,123933,8826974,No Exit by Jean-Paul Sartre,jeanpaulsartre,4.13,16533,philosophy classics fiction drama literature fantasy novel psychology horror,jeanpaulsartre philosophy classics fiction drama literature fantasy novel psychology horror,,
5786,324748,324748,315438,The Dip: A Little Book That Teaches You When to Quit (and When to Stick) by Seth Godin,sethgodin,3.83,15009,business selfhelp nonfiction psychology philosophy economics science,sethgodin business selfhelp nonfiction psychology philosophy economics science,,
5787,11566956,11566956,16507555,Are You My Mother? by Alison Bechdel,alisonbechdel,3.66,18618,memoir comics nonfiction biography psychology contemporary art humor,alisonbechdel memoir comics nonfiction biography psychology contemporary art humor,,
5788,1433337,1433337,1423877,ABNKKBSNPLAKo?! (Mga Kwentong Chalk ni Bob Ong) by Bob Ong,bobong,4.2,14481,humor comedy contemporary nonfiction,bobong humor comedy contemporary nonfiction,,
5789,10762697,10762697,15674065,The Farseer Trilogy (Farseer Trilogy #1-3) by Robin Hobb,robinhobb,4.33,14303,fantasy fiction magic adventure epic novel,robinhobb fantasy fiction magic adventure epic novel,,
5790,152695,152695,1228554,The Blue Bistro by Elin Hilderbrand,elinhilderbrand,4,16398,fiction romance contemporary novel drama,elinhilderbrand fiction romance contemporary novel drama,,
5791,12043770,12043770,15899099,"Third Grave Dead Ahead (Charley Davidson, #3) by Darynda Jones",daryndajones,4.39,15137,paranormal fantasy romance mystery humor fiction contemporary crime magic suspense action comedy,daryndajones paranormal fantasy romance mystery humor fiction contemporary crime magic suspense action comedy,,
5792,28635,28635,674856,Identity by Milan Kundera,milankundera,3.68,11735,fiction novel literature contemporary classics philosophy romance drama modern,milankundera fiction novel literature contemporary classics philosophy romance drama modern,,
5793,21569527,21569527,40901894,"The Heart of Betrayal (The Remnant Chronicles, #2) by Mary E. Pearson",maryepearson,4.32,24104,fantasy romance magic adventure fiction dystopia historicalfiction action mystery suspense,maryepearson fantasy romance magic adventure fiction dystopia historicalfiction action mystery suspense,,
5794,4373,4373,909578,First They Killed My Father: A Daughter of Cambodia Remembers by Loung Ung,loungung,4.29,17459,memoir history nonfiction biography travel horror literature,loungung memoir history nonfiction biography travel horror literature,,
5795,11166889,11166889,2212445,The Funhouse by Owen  West,owenwest,3.6,18424,horror fiction thriller suspense mystery paranormal novel fantasy adventure,owenwest horror fiction thriller suspense mystery paranormal novel fantasy adventure,,
5796,36076,36076,35986,The Speed of Trust: The One Thing that Changes Everything by Stephen M.R. Covey,stephenmrcovey,3.97,13708,business selfhelp nonfiction psychology philosophy economics,stephenmrcovey business selfhelp nonfiction psychology philosophy economics,,
5797,43342,43342,1612810,You Belong To Me by Mary Higgins Clark,maryhigginsclark,3.85,19131,mystery fiction suspense thriller crime romance contemporary novel drama horror murder,maryhigginsclark mystery fiction suspense thriller crime romance contemporary novel drama horror murder,,
